date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:28:40	45855/45855	---M-Z	200	added ('OK')	text/css	etag:%22b31f-5ee2018ccea80-gzip%22	https://caketheme.com/html/ruper/assets/css/responsive.css	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/assets/css/responsive.css	(from https://caketheme.com/html/ruper/index10.html)
08:28:40	1677/1677	---M--	200	added ('OK')	image/png	etag:%2268d-5ec66e39ba140%22	https://caketheme.com/html/ruper/media/logo-white.png	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/media/logo-white.png	(from https://caketheme.com/html/ruper/index10.html)
08:28:40	92473/92473	---M-Z	200	added ('OK')	text/html	etag:%2216939-5ec6a9733dbc0-gzip%22	https://caketheme.com/html/ruper/shop-grid-left.html	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/shop-grid-left.html	(from https://caketheme.com/html/ruper/index10.html)
08:28:40	771120/771120	---M-Z	200	added ('OK')	text/css	etag:%22bc430-5ee20205ec840-gzip%22	https://caketheme.com/html/ruper/assets/css/app.css	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/assets/css/app.css	(from https://caketheme.com/html/ruper/index10.html)
08:28:40	66785/66785	---M-Z	200	added ('OK')	text/html	etag:%22104e1-5ee2017403000-gzip%22	https://caketheme.com/html/ruper/shop-details.html	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/shop-details.html	(from https://caketheme.com/html/ruper/index10.html)
08:28:40	11085/11085	---M--	200	added ('OK')	image/jpeg	etag:%222b4d-5ec66e69691c0%22	https://caketheme.com/html/ruper/media/product/3.jpg	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/media/product/3.jpg	(from https://caketheme.com/html/ruper/index10.html)
08:28:41	12158/12158	---M--	200	added ('OK')	image/jpeg	etag:%222f7e-5ec66e69691c0%22	https://caketheme.com/html/ruper/media/product/1.jpg	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/media/product/1.jpg	(from https://caketheme.com/html/ruper/index10.html)
08:28:41	48691/48691	---M-Z	200	added ('OK')	text/html	etag:%22be33-5ec6a97249980-gzip%22	https://caketheme.com/html/ruper/shop-cart.html	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/shop-cart.html	(from https://caketheme.com/html/ruper/index10.html)
08:28:41	58898/58898	---M-Z	200	added ('OK')	text/html	etag:%22e612-5ec6a97249980-gzip%22	https://caketheme.com/html/ruper/shop-checkout.html	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/shop-checkout.html	(from https://caketheme.com/html/ruper/index10.html)
08:28:41	54441/54441	---M-Z	200	added ('OK')	text/html	etag:%22d4a9-5ec6a97155740-gzip%22	https://caketheme.com/html/ruper/page-my-account.html	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/page-my-account.html	(from https://caketheme.com/html/ruper/index10.html)
08:28:42	45620/45620	---M-Z	200	added ('OK')	text/html	etag:%22b234-5ec6a97526040-gzip%22	https://caketheme.com/html/ruper/shop-wishlist.html	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/shop-wishlist.html	(from https://caketheme.com/html/ruper/index10.html)
08:28:42	79864/79864	---M-Z	200	added ('OK')	text/html	etag:%22137f8-5ec73ac7fbcc0-gzip%22	https://caketheme.com/html/ruper/index.html	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/index.html	(from https://caketheme.com/html/ruper/index10.html)
08:28:42	94666/94666	---M-Z	200	added ('OK')	text/html	etag:%22171ca-5ec6a96c90c00-gzip%22	https://caketheme.com/html/ruper/index2.html	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/index2.html	(from https://caketheme.com/html/ruper/index10.html)
08:28:42	78485/78485	---M-Z	200	added ('OK')	text/html	etag:%2213295-5ec6a96d84e40-gzip%22	https://caketheme.com/html/ruper/index3.html	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/index3.html	(from https://caketheme.com/html/ruper/index10.html)
08:28:43	92701/92701	---M-Z	200	added ('OK')	text/html	etag:%2216a1d-5ec6a96d84e40-gzip%22	https://caketheme.com/html/ruper/index4.html	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/index4.html	(from https://caketheme.com/html/ruper/index10.html)
08:28:43	99874/99874	---M-Z	200	added ('OK')	text/html	etag:%2218622-5ec6a96e79080-gzip%22	https://caketheme.com/html/ruper/index5.html	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/index5.html	(from https://caketheme.com/html/ruper/index10.html)
08:28:43	94163/94163	---M-Z	200	added ('OK')	text/html	etag:%2216fd3-5ec6a96e79080-gzip%22	https://caketheme.com/html/ruper/index6.html	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/index6.html	(from https://caketheme.com/html/ruper/index10.html)
08:28:43	138633/138633	---M-Z	200	added ('OK')	text/html	etag:%2221d89-5ec6a96e79080-gzip%22	https://caketheme.com/html/ruper/index7.html	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/index7.html	(from https://caketheme.com/html/ruper/index10.html)
08:28:44	171018/171018	---M-Z	200	added ('OK')	text/html	etag:%2229c0a-5ec6a96e79080-gzip%22	https://caketheme.com/html/ruper/index8.html	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/index8.html	(from https://caketheme.com/html/ruper/index10.html)
08:28:44	83694/83694	---M-Z	200	added ('OK')	text/html	etag:%22146ee-5ec6a96f6d2c0-gzip%22	https://caketheme.com/html/ruper/index9.html	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/index9.html	(from https://caketheme.com/html/ruper/index10.html)
08:28:44	153602/153602	---M-Z	200	added ('OK')	text/html	etag:%2225802-5ec6a96b9c9c0-gzip%22	https://caketheme.com/html/ruper/index11.html	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/index11.html	(from https://caketheme.com/html/ruper/index10.html)
08:28:45	80639/80639	---M-Z	200	added ('OK')	text/html	etag:%2213aff-5ec6a96b9c9c0-gzip%22	https://caketheme.com/html/ruper/index12.html	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/index12.html	(from https://caketheme.com/html/ruper/index10.html)
08:28:45	104583/104583	---M-Z	200	added ('OK')	text/html	etag:%2219887-5ec6a96b9c9c0-gzip%22	https://caketheme.com/html/ruper/index13.html	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/index13.html	(from https://caketheme.com/html/ruper/index10.html)
08:28:45	81473/81473	---M-Z	200	added ('OK')	text/html	etag:%2213e41-5ec6a96b9c9c0-gzip%22	https://caketheme.com/html/ruper/index14.html	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/index14.html	(from https://caketheme.com/html/ruper/index10.html)
08:28:45	82616/82616	---M-Z	200	added ('OK')	text/html	etag:%22142b8-5ec6a96c90c00-gzip%22	https://caketheme.com/html/ruper/index15.html	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/index15.html	(from https://caketheme.com/html/ruper/index10.html)
08:28:45	92473/92473	---M-Z	200	added ('OK')	text/html	etag:%2216939-5ec6a97431e00-gzip%22	https://caketheme.com/html/ruper/shop-list-left.html	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/shop-list-left.html	(from https://caketheme.com/html/ruper/index10.html)
08:28:46	92491/92491	---M-Z	200	added ('OK')	text/html	etag:%221694b-5ec6a97431e00-gzip%22	https://caketheme.com/html/ruper/shop-grid-right.html	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/shop-grid-right.html	(from https://caketheme.com/html/ruper/index10.html)
08:28:46	92491/92491	---M-Z	200	added ('OK')	text/html	etag:%221694b-5ec6a97431e00-gzip%22	https://caketheme.com/html/ruper/shop-list-right.html	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/shop-list-right.html	(from https://caketheme.com/html/ruper/index10.html)
08:28:46	92761/92761	---M-Z	200	added ('OK')	text/html	etag:%2216a59-5ec6a9733dbc0-gzip%22	https://caketheme.com/html/ruper/shop-grid-fullwidth.html	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/shop-grid-fullwidth.html	(from https://caketheme.com/html/ruper/index10.html)
08:28:46	60085/60085	---M-Z	200	added ('OK')	text/html	etag:%22eab5-5ec6a968c0300-gzip%22	https://caketheme.com/html/ruper/blog-grid-left.html	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/blog-grid-left.html	(from https://caketheme.com/html/ruper/index10.html)
08:28:46	60100/60100	---M-Z	200	added ('OK')	text/html	etag:%22eac4-5ec6a968c0300-gzip%22	https://caketheme.com/html/ruper/blog-grid-right.html	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/blog-grid-right.html	(from https://caketheme.com/html/ruper/index10.html)
08:28:47	58827/58827	---M-Z	200	added ('OK')	text/html	etag:%22e5cb-5ec6a969b4540-gzip%22	https://caketheme.com/html/ruper/blog-list-left.html	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/blog-list-left.html	(from https://caketheme.com/html/ruper/index10.html)
08:28:47	58842/58842	---M-Z	200	added ('OK')	text/html	etag:%22e5da-5ec6a969b4540-gzip%22	https://caketheme.com/html/ruper/blog-list-right.html	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/blog-list-right.html	(from https://caketheme.com/html/ruper/index10.html)
08:28:47	56692/56692	---M-Z	200	added ('OK')	text/html	etag:%22dd74-5ec6a968c0300-gzip%22	https://caketheme.com/html/ruper/blog-grid-fullwidth.html	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/blog-grid-fullwidth.html	(from https://caketheme.com/html/ruper/index10.html)
08:28:47	58108/58108	---M-Z	200	added ('OK')	text/html	etag:%22e2fc-5ec6a967cc0c0-gzip%22	https://caketheme.com/html/ruper/blog-details-left.html	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/blog-details-left.html	(from https://caketheme.com/html/ruper/index10.html)
08:28:48	58068/58068	---M-Z	200	added ('OK')	text/html	etag:%22e2d4-5ec6a968c0300-gzip%22	https://caketheme.com/html/ruper/blog-details-right.html	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/blog-details-right.html	(from https://caketheme.com/html/ruper/index10.html)
08:28:48	52334/52334	---M-Z	200	added ('OK')	text/html	etag:%22cc6e-5ec6a967cc0c0-gzip%22	https://caketheme.com/html/ruper/blog-details-fullwidth.html	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/blog-details-fullwidth.html	(from https://caketheme.com/html/ruper/index10.html)
08:28:49	63174/63174	---M--	200	added ('OK')	image/jpeg	etag:%22f6c6-5ec66e6e2dd00%22	https://caketheme.com/html/ruper/media/blog/1.jpg	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/media/blog/1.jpg	(from https://caketheme.com/html/ruper/index10.html)
08:28:49	48309/48309	---M-Z	200	added ('OK')	text/html	etag:%22bcb5-5ec6a97155740-gzip%22	https://caketheme.com/html/ruper/page-login.html	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/page-login.html	(from https://caketheme.com/html/ruper/index10.html)
08:28:50	46507/46507	---M-Z	200	added ('OK')	text/html	etag:%22b5ab-5ec6a97155740-gzip%22	https://caketheme.com/html/ruper/page-forgot-password.html	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/page-forgot-password.html	(from https://caketheme.com/html/ruper/index10.html)
08:28:50	182793/182793	---M--	200	added ('OK')	image/jpeg	etag:%222ca09-5ec66e6d39ac0%22	https://caketheme.com/html/ruper/media/blog/2.jpg	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/media/blog/2.jpg	(from https://caketheme.com/html/ruper/index10.html)
08:28:50	103048/103048	---M--	200	added ('OK')	image/jpeg	etag:%2219288-5ec66e6d39ac0%22	https://caketheme.com/html/ruper/media/blog/3.jpg	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/media/blog/3.jpg	(from https://caketheme.com/html/ruper/index10.html)
08:28:51	71618/71618	---M-Z	200	added ('OK')	text/html	etag:%22117c2-5ec6a97061500-gzip%22	https://caketheme.com/html/ruper/page-about.html	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/page-about.html	(from https://caketheme.com/html/ruper/index10.html)
08:28:51	54059/54059	---M-Z	200	added ('OK')	text/html	etag:%22d32b-5ec6a97155740-gzip%22	https://caketheme.com/html/ruper/page-faq.html	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/page-faq.html	(from https://caketheme.com/html/ruper/index10.html)
08:28:51	45953/45953	---M-Z	200	added ('OK')	text/html	etag:%22b381-5ec6a96f6d2c0-gzip%22	https://caketheme.com/html/ruper/page-404.html	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/page-404.html	(from https://caketheme.com/html/ruper/index10.html)
08:28:52	50713/50713	---M-Z	200	added ('OK')	text/html	etag:%22c619-5ec6a97061500-gzip%22	https://caketheme.com/html/ruper/page-contact.html	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/page-contact.html	(from https://caketheme.com/html/ruper/index10.html)
08:28:52	31666/31666	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2003%20Sep%202023%2001:28:50%20GMT	https://caketheme.com/html/ruper/forgot-password.html	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/forgot-password.html	(from https://caketheme.com/html/ruper/index10.html)
08:28:53	4586/4586	---M--	200	added ('OK')	image/jpeg	etag:%2211ea-5ec66e6780d40%22	https://caketheme.com/html/ruper/media/product/cat-1.jpg	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/media/product/cat-1.jpg	(from https://caketheme.com/html/ruper/index10.html)
08:28:53	7904/7904	---M--	200	added ('OK')	image/jpeg	etag:%221ee0-5ec66e668cb00%22	https://caketheme.com/html/ruper/media/product/cat-2.jpg	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/media/product/cat-2.jpg	(from https://caketheme.com/html/ruper/index10.html)
08:28:53	6846/6846	---M--	200	added ('OK')	image/jpeg	etag:%221abe-5ec66e668cb00%22	https://caketheme.com/html/ruper/media/product/cat-3.jpg	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/media/product/cat-3.jpg	(from https://caketheme.com/html/ruper/index10.html)
08:28:53	3837/3837	---M--	200	added ('OK')	image/jpeg	etag:%22efd-5ec66e69691c0%22	https://caketheme.com/html/ruper/media/product/cat-4.jpg	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/media/product/cat-4.jpg	(from https://caketheme.com/html/ruper/index10.html)
08:28:53	5372/5372	---M--	200	added ('OK')	image/jpeg	etag:%2214fc-5ec66e6874f80%22	https://caketheme.com/html/ruper/media/product/cat-5.jpg	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/media/product/cat-5.jpg	(from https://caketheme.com/html/ruper/index10.html)
08:28:54	6679/6679	---M--	200	added ('OK')	image/jpeg	etag:%221a17-5ec66e69691c0%22	https://caketheme.com/html/ruper/media/product/cat-6.jpg	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/media/product/cat-6.jpg	(from https://caketheme.com/html/ruper/index10.html)
08:28:54	32452/32452	---M--	200	added ('OK')	image/jpeg	etag:%227ec4-5ec66e77b7380%22	https://caketheme.com/html/ruper/media/banner/product-cat-5.jpg	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/media/banner/product-cat-5.jpg	(from https://caketheme.com/html/ruper/index10.html)
08:28:54	189728/189728	---M--	200	added ('OK')	image/jpeg	etag:%222e520-5ec66e5379e00%22	https://caketheme.com/html/ruper/media/slider/28.jpg	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/media/slider/28.jpg	(from https://caketheme.com/html/ruper/index10.html)
08:28:55	27224/27224	---M--	200	added ('OK')	image/jpeg	etag:%226a58-5ec66e799f800%22	https://caketheme.com/html/ruper/media/banner/product-cat-6.jpg	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/media/banner/product-cat-6.jpg	(from https://caketheme.com/html/ruper/index10.html)
08:28:55	485237/485237	---M--	200	added ('OK')	image/jpeg	etag:%2276775-5ec66e5932b80%22	https://caketheme.com/html/ruper/media/slider/30.jpg	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/media/slider/30.jpg	(from https://caketheme.com/html/ruper/index10.html)
08:28:55	11670/11670	---M--	200	added ('OK')	image/jpeg	etag:%222d96-5ec66e6780d40%22	https://caketheme.com/html/ruper/media/product/1-2.jpg	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/media/product/1-2.jpg	(from https://caketheme.com/html/ruper/index10.html)
08:28:55	42028/42028	---M--	200	added ('OK')	image/jpeg	etag:%22a42c-5ec66e7a93a40%22	https://caketheme.com/html/ruper/media/banner/product-cat-7.jpg	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/media/banner/product-cat-7.jpg	(from https://caketheme.com/html/ruper/index10.html)
08:28:55	11539/11539	---M--	200	added ('OK')	image/jpeg	etag:%222d13-5ec66e6874f80%22	https://caketheme.com/html/ruper/media/product/2.jpg	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/media/product/2.jpg	(from https://caketheme.com/html/ruper/index10.html)
08:28:56	18775/18775	---M--	200	added ('OK')	image/jpeg	etag:%224957-5ec66e64a4680%22	https://caketheme.com/html/ruper/media/product/2-2.jpg	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/media/product/2-2.jpg	(from https://caketheme.com/html/ruper/index10.html)
08:28:56	12029/12029	---M--	200	added ('OK')	image/jpeg	etag:%222efd-5ec66e668cb00%22	https://caketheme.com/html/ruper/media/product/3-2.jpg	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/media/product/3-2.jpg	(from https://caketheme.com/html/ruper/index10.html)
08:28:56	7498/7498	---M--	200	added ('OK')	image/jpeg	etag:%221d4a-5ec66e668cb00%22	https://caketheme.com/html/ruper/media/product/4.jpg	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/media/product/4.jpg	(from https://caketheme.com/html/ruper/index10.html)
08:28:56	11945/11945	---M--	200	added ('OK')	image/jpeg	etag:%222ea9-5ec66e668cb00%22	https://caketheme.com/html/ruper/media/product/4-2.jpg	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/media/product/4-2.jpg	(from https://caketheme.com/html/ruper/index10.html)
08:28:56	6155/6155	---M--	200	added ('OK')	image/jpeg	etag:%22180b-5ec66e6780d40%22	https://caketheme.com/html/ruper/media/product/5.jpg	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/media/product/5.jpg	(from https://caketheme.com/html/ruper/index10.html)
08:28:56	6661/6661	---M--	200	added ('OK')	image/jpeg	etag:%221a05-5ec66e6874f80%22	https://caketheme.com/html/ruper/media/product/5-2.jpg	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/media/product/5-2.jpg	(from https://caketheme.com/html/ruper/index10.html)
08:28:57	421137/421137	---M--	200	added ('OK')	image/jpeg	etag:%2266d11-5ec66e5379e00%22	https://caketheme.com/html/ruper/media/slider/29.jpg	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/media/slider/29.jpg	(from https://caketheme.com/html/ruper/index10.html)
08:28:57	8435/8435	---M--	200	added ('OK')	image/jpeg	etag:%2220f3-5ec66e6780d40%22	https://caketheme.com/html/ruper/media/product/7.jpg	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/media/product/7.jpg	(from https://caketheme.com/html/ruper/index10.html)
08:28:58	33936/33936	---M--	200	added ('OK')	image/jpeg	etag:%228490-5ec66e65988c0%22	https://caketheme.com/html/ruper/media/product/cat-15.jpg	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/media/product/cat-15.jpg	(from https://caketheme.com/html/ruper/index10.html)
08:28:58	18634/18634	---M--	200	added ('OK')	image/jpeg	etag:%2248ca-5ec66e64a4680%22	https://caketheme.com/html/ruper/media/product/cat-16.jpg	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/media/product/cat-16.jpg	(from https://caketheme.com/html/ruper/index10.html)
08:28:58	169713/169713	---M--	200	added ('OK')	image/jpeg	etag:%22296f1-5ec66e71fe600%22	https://caketheme.com/html/ruper/media/banner/lookbook-5.jpg	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/media/banner/lookbook-5.jpg	(from https://caketheme.com/html/ruper/index10.html)
08:28:58	19519/19519	---M--	200	added ('OK')	image/jpeg	etag:%224c3f-5ec66e65988c0%22	https://caketheme.com/html/ruper/media/product/cat-17.jpg	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/media/product/cat-17.jpg	(from https://caketheme.com/html/ruper/index10.html)
08:28:59	22864/22864	---M--	200	added ('OK')	image/jpeg	etag:%225950-5ec66e5fdfb40%22	https://caketheme.com/html/ruper/media/product/cat-18.jpg	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/media/product/cat-18.jpg	(from https://caketheme.com/html/ruper/index10.html)
08:28:59	25229/25229	---M--	200	added ('OK')	image/jpeg	etag:%22628d-5ec66e4fa9500%22	https://caketheme.com/html/ruper/media/brand/2.jpg	C:/My%20Web%20Sites/template_pwpbbaru/ambil%20atasnya/caketheme.com/html/ruper/media/brand/2.jpg	(from https://caketheme.com/html/ruper/index10.html)
